Series_reference,Period,Data_value
BDCQ.SEA2JS,2013.06,
BDCQ.SEA2JS,2013.09,
BDCQ.SEA2JS,2013.12,
BDCQ.SEA2JS,2014.03,
BDCQ.SEA2JS,2014.06,
BDCQ.SEA2JS,2014.09,
BDCQ.SEA2JS,2014.12,
BDCQ.SEA2JS,2015.03,
BDCQ.SEA2JS,2015.06,
BDCQ.SEA2JS,2015.09,
BDCQ.SEA2JS,2015.12,
BDCQ.SEA2JS,2016.03,
BDCQ.SEA2JS,2016.06,
BDCQ.SEA2JS,2016.09,
BDCQ.SEA2JS,2016.12,
BDCQ.SEA2JS,2017.03,
BDCQ.SEA2JS,2017.06,
BDCQ.SEA2JS,2017.09,
BDCQ.SEA2JS,2017.12,
BDCQ.SEA2JS,2018.03,
BDCQ.SEA2JS,2018.06,
BDCQ.SEA2JS,2018.09,
BDCQ.SEA2JS,2018.12,
BDCQ.SEA2JS,2019.03,
BDCQ.SEA2JS,2019.06,
BDCQ.SEA2JS,2019.09,
BDCQ.SEA2JS,2019.12,
BDCQ.SEA2JS,2020.03,
BDCQ.SEA2JS,2020.06,
BDCQ.SEA2JS,2020.09,
BDCQ.SEA2JS,2020.12,
BDCQ.SEA2JT,2011.06,
BDCQ.SEA2JT,2011.09,
BDCQ.SEA2JT,2011.12,
BDCQ.SEA2JT,2012.03,
BDCQ.SEA2JT,2012.06,
BDCQ.SEA2JT,2012.09,
BDCQ.SEA2JT,2012.12,
BDCQ.SEA2JT,2013.03,
BDCQ.SEA2JT,2013.06,
BDCQ.SEA2JT,2013.09,
BDCQ.SEA2JT,2013.12,
BDCQ.SEA2JT,2014.03,
BDCQ.SEA2JT,2014.06,
BDCQ.SEA2JT,2014.09,
BDCQ.SEA2JT,2014.12,
BDCQ.SEA2JT,2015.03,
BDCQ.SEA2JT,2015.06,
BDCQ.SEA2JT,2015.09,
BDCQ.SEA2JT,2015.12,
BDCQ.SEA2JT,2016.03,
BDCQ.SEA2JT,2016.06,
BDCQ.SEA2JT,2016.09,
BDCQ.SEA2JT,2016.12,
BDCQ.SEA2JT,2017.03,
BDCQ.SEA2JT,2017.06,
BDCQ.SEA2JT,2017.09,
BDCQ.SEA2JT,2017.12,
BDCQ.SEA2JT,2018.03,
BDCQ.SEA2JT,2018.06,
BDCQ.SEA2JT,2018.09,
BDCQ.SEA2JT,2018.12,
BDCQ.SEA2JT,2019.03,
BDCQ.SEA2JT,2019.06,
BDCQ.SEA2JT,2019.09,
BDCQ.SEA2JT,2019.12,
BDCQ.SEA2JT,2020.03,
BDCQ.SEA2JT,2020.06,
BDCQ.SEA2JT,2020.09,
BDCQ.SEA2JT,2020.12,
BDCQ.SEA2KA,2011.06,1011.751922
BDCQ.SEA2KA,2011.09,1086.826372
BDCQ.SEA2KA,2011.12,1200.486785
BDCQ.SEA2KA,2012.03,1048.191199
BDCQ.SEA2KA,2012.06,1064.889076
BDCQ.SEA2KA,2012.09,1130.057069
BDCQ.SEA2KA,2012.12,1246.136201
BDCQ.SEA2KA,2013.03,1098.147447
BDCQ.SEA2KA,2013.06,1098.523504
BDCQ.SEA2KA,2013.09,1187.750666
BDCQ.SEA2KA,2013.12,1283.269941
BDCQ.SEA2KA,2014.03,1122.061323
BDCQ.SEA2KA,2014.06,1145.164569
BDCQ.SEA2KA,2014.09,1270.598382
BDCQ.SEA2KA,2014.12,1340.268155
BDCQ.SEA2KA,2015.03,1204.892554
BDCQ.SEA2KA,2015.06,1225.115541
BDCQ.SEA2KA,2015.09,1357.725655
BDCQ.SEA2KA,2015.12,1438.42023
BDCQ.SEA2KA,2016.03,1296.460281
BDCQ.SEA2KA,2016.06,1273.11745
BDCQ.SEA2KA,2016.09,1386.198641
BDCQ.SEA2KA,2016.12,1410.808015
BDCQ.SEA2KA,2017.03,1326.15042
BDCQ.SEA2KA,2017.06,1316.814247
BDCQ.SEA2KA,2017.09,1452.820661
BDCQ.SEA2KA,2017.12,1478.106597
BDCQ.SEA2KA,2018.03,1359.382143
BDCQ.SEA2KA,2018.06,1349.266921
BDCQ.SEA2KA,2018.09,1481.622928
BDCQ.SEA2KA,2018.12,1548.020834
BDCQ.SEA2KA,2019.03,1399.604569
BDCQ.SEA2KA,2019.06,1411.948686
BDCQ.SEA2KA,2019.09,1566.296301
BDCQ.SEA2KA,2019.12,1724.291856
BDCQ.SEA2KA,2020.03,1475.592812
BDCQ.SEA2KA,2020.06,1512.751568
BDCQ.SEA2KA,2020.09,1603.144925
BDCQ.SEA2KA,2020.12,1637.312249
BDCQ.SEA2KA,2021.03,1632.264239
BDCQ.SEA2KA,2021.06,1677.245095
BDCQ.SEA2KS,2011.06,
BDCQ.SEA2KS,2011.09,
BDCQ.SEA2KS,2011.12,
BDCQ.SEA2KS,2012.03,
BDCQ.SEA2KS,2012.06,
BDCQ.SEA2KS,2012.09,
BDCQ.SEA2KS,2012.12,
BDCQ.SEA2KS,2013.03,
BDCQ.SEA2KS,2013.06,
BDCQ.SEA2KS,2013.09,
BDCQ.SEA2KS,2013.12,
BDCQ.SEA2KS,2014.03,
BDCQ.SEA2KS,2014.06,
BDCQ.SEA2KS,2014.09,
BDCQ.SEA2KS,2014.12,
BDCQ.SEA2KS,2015.03,
BDCQ.SEA2KS,2015.06,
BDCQ.SEA2KS,2015.09,
BDCQ.SEA2KS,2015.12,
BDCQ.SEA2KS,2016.03,
BDCQ.SEA2KS,2016.06,
BDCQ.SEA2KS,2016.09,
BDCQ.SEA2KS,2016.12,
BDCQ.SEA2KS,2017.03,
BDCQ.SEA2KS,2017.06,
BDCQ.SEA2KS,2017.09,
BDCQ.SEA2KS,2017.12,
BDCQ.SEA2KS,2018.03,
BDCQ.SEA2KS,2018.06,
BDCQ.SEA2KS,2018.09,
BDCQ.SEA2KS,2018.12,
BDCQ.SEA2KS,2019.03,
BDCQ.SEA2KS,2019.06,
BDCQ.SEA2KS,2019.09,
BDCQ.SEA2KS,2019.12,
BDCQ.SEA2KS,2020.03,
BDCQ.SEA2KS,2020.06,
BDCQ.SEA2KS,2020.09,
BDCQ.SEA2KS,2020.12,
BDCQ.SEA2KT,2011.06,
BDCQ.SEA2KT,2011.09,
BDCQ.SEA2KT,2011.12,
BDCQ.SEA2KT,2012.03,
BDCQ.SEA2KT,2012.06,
BDCQ.SEA2KT,2012.09,
BDCQ.SEA2KT,2012.12,
BDCQ.SEA2KT,2013.03,
BDCQ.SEA2KT,2013.06,
BDCQ.SEA2KT,2013.09,
BDCQ.SEA2KT,2013.12,
BDCQ.SEA2KT,2014.03,
BDCQ.SEA2KT,2014.06,
BDCQ.SEA2KT,2014.09,
BDCQ.SEA2KT,2014.12,
BDCQ.SEA2KT,2015.03,
BDCQ.SEA2KT,2015.06,
BDCQ.SEA2KT,2015.09,
BDCQ.SEA2KT,2015.12,
BDCQ.SEA2KT,2016.03,
BDCQ.SEA2KT,2016.06,
BDCQ.SEA2KT,2016.09,
BDCQ.SEA2KT,2016.12,
BDCQ.SEA2KT,2017.03,
BDCQ.SEA2KT,2017.06,
BDCQ.SEA2KT,2017.09,
BDCQ.SEA2KT,2017.12,
BDCQ.SEA2KT,2018.03,
BDCQ.SEA2KT,2018.06,
BDCQ.SEA2KT,2018.09,
BDCQ.SEA2KT,2018.12,
BDCQ.SEA2KT,2019.03,
BDCQ.SEA2KT,2019.06,
BDCQ.SEA2KT,2019.09,
BDCQ.SEA2KT,2019.12,
BDCQ.SEA2KT,2020.03,
BDCQ.SEA2KT,2020.06,
BDCQ.SEA2KT,2020.09,
BDCQ.SEA2KT,2020.12,
BDCQ.SEA2LA,2011.06,265.91283
BDCQ.SEA2LA,2011.09,264.639443
BDCQ.SEA2LA,2011.12,275.766053
BDCQ.SEA2LA,2012.03,279.138982
BDCQ.SEA2LA,2012.06,281.412989
BDCQ.SEA2LA,2012.09,280.740723
BDCQ.SEA2LA,2012.12,290.250551
BDCQ.SEA2LA,2013.03,287.24342
BDCQ.SEA2LA,2013.06,296.731434
BDCQ.SEA2LA,2013.09,295.903771
BDCQ.SEA2LA,2013.12,311.276392
BDCQ.SEA2LA,2014.03,308.956377
BDCQ.SEA2LA,2014.06,319.036952
BDCQ.SEA2LA,2014.09,320.954324
BDCQ.SEA2LA,2014.12,358.44214
BDCQ.SEA2LA,2015.03,345.905311
BDCQ.SEA2LA,2015.06,359.921919
BDCQ.SEA2LA,2015.09,358.433614
BDCQ.SEA2LA,2015.12,375.754978
BDCQ.SEA2LA,2016.03,382.800723
BDCQ.SEA2LA,2016.06,399.1936
BDCQ.SEA2LA,2016.09,387.398784
BDCQ.SEA2LA,2016.12,411.253135
BDCQ.SEA2LA,2017.03,416.597318
BDCQ.SEA2LA,2017.06,435.959844
BDCQ.SEA2LA,2017.09,433.208928
BDCQ.SEA2LA,2017.12,456.637841
BDCQ.SEA2LA,2018.03,454.364381
BDCQ.SEA2LA,2018.06,512.634158
BDCQ.SEA2LA,2018.09,467.52179
BDCQ.SEA2LA,2018.12,500.419506
BDCQ.SEA2LA,2019.03,474.638565
BDCQ.SEA2LA,2019.06,497.807124
BDCQ.SEA2LA,2019.09,501.087879
BDCQ.SEA2LA,2019.12,542.006285
BDCQ.SEA2LA,2020.03,522.518184
BDCQ.SEA2LA,2020.06,494.105389
BDCQ.SEA2LA,2020.09,509.533746
BDCQ.SEA2LA,2020.12,550.938996
BDCQ.SEA2LA,2021.03,561.230776
BDCQ.SEA2LA,2021.06,587.145203
BDCQ.SEA2LS,2011.06,
BDCQ.SEA2LS,2011.09,
BDCQ.SEA2LS,2011.12,
BDCQ.SEA2LS,2012.03,
BDCQ.SEA2LS,2012.06,
BDCQ.SEA2LS,2012.09,
BDCQ.SEA2LS,2012.12,
BDCQ.SEA2LS,2013.03,
BDCQ.SEA2LS,2013.06,
BDCQ.SEA2LS,2013.09,
BDCQ.SEA2LS,2013.12,
BDCQ.SEA2LS,2014.03,
BDCQ.SEA2LS,2014.06,
BDCQ.SEA2LS,2014.09,
BDCQ.SEA2LS,2014.12,
BDCQ.SEA2LS,2015.03,
BDCQ.SEA2LS,2015.06,
BDCQ.SEA2LS,2015.09,
BDCQ.SEA2LS,2015.12,
BDCQ.SEA2LS,2016.03,
BDCQ.SEA2LS,2016.06,
BDCQ.SEA2LS,2016.09,
BDCQ.SEA2LS,2016.12,
BDCQ.SEA2LS,2017.03,
BDCQ.SEA2LS,2017.06,
BDCQ.SEA2LS,2017.09,
BDCQ.SEA2LS,2017.12,
BDCQ.SEA2LS,2018.03,
BDCQ.SEA2LS,2018.06,
BDCQ.SEA2LS,2018.09,
BDCQ.SEA2LS,2018.12,
BDCQ.SEA2LS,2019.03,
BDCQ.SEA2LS,2019.06,
BDCQ.SEA2LS,2019.09,
BDCQ.SEA2LS,2019.12,
BDCQ.SEA2LS,2020.03,
BDCQ.SEA2LS,2020.06,
BDCQ.SEA2LS,2020.09,
BDCQ.SEA2LS,2020.12,
BDCQ.SEA2LT,2011.06,
BDCQ.SEA2LT,2011.09,
BDCQ.SEA2LT,2011.12,
BDCQ.SEA2LT,2012.03,
BDCQ.SEA2LT,2012.06,
BDCQ.SEA2LT,2012.09,
BDCQ.SEA2LT,2012.12,
BDCQ.SEA2LT,2013.03,
BDCQ.SEA2LT,2013.06,
BDCQ.SEA2LT,2013.09,
BDCQ.SEA2LT,2013.12,
BDCQ.SEA2LT,2014.03,
BDCQ.SEA2LT,2014.06,
BDCQ.SEA2LT,2014.09,
BDCQ.SEA2LT,2014.12,
BDCQ.SEA2LT,2015.03,
BDCQ.SEA2LT,2015.06,
BDCQ.SEA2LT,2015.09,
BDCQ.SEA2LT,2015.12,
BDCQ.SEA2LT,2016.03,
BDCQ.SEA2LT,2016.06,
BDCQ.SEA2LT,2016.09,
BDCQ.SEA2LT,2016.12,
BDCQ.SEA2LT,2017.03,
BDCQ.SEA2LT,2017.06,
BDCQ.SEA2LT,2017.09,
BDCQ.SEA2LT,2017.12,
BDCQ.SEA2LT,2018.03,
BDCQ.SEA2LT,2018.06,
BDCQ.SEA2LT,2018.09,
BDCQ.SEA2LT,2018.12,
BDCQ.SEA2LT,2019.03,
BDCQ.SEA2LT,2019.06,
BDCQ.SEA2LT,2019.09,
BDCQ.SEA2LT,2019.12,
BDCQ.SEA2LT,2020.03,
BDCQ.SEA2LT,2020.06,
BDCQ.SEA2LT,2020.09,
BDCQ.SEA2LT,2020.12,
BDCQ.SEA2MA,2011.06,1825.102997
BDCQ.SEA2MA,2011.09,1862.13732
BDCQ.SEA2MA,2011.12,1893.461068
BDCQ.SEA2MA,2012.03,1878.183939
BDCQ.SEA2MA,2012.06,1949.268236
BDCQ.SEA2MA,2012.09,1975.447472
BDCQ.SEA2MA,2012.12,2032.883897
BDCQ.SEA2MA,2013.03,2027.017142
BDCQ.SEA2MA,2013.06,2113.178972
BDCQ.SEA2MA,2013.09,2101.77408
BDCQ.SEA2MA,2013.12,2187.136483
BDCQ.SEA2MA,2014.03,2099.973987
BDCQ.SEA2MA,2014.06,2238.369001
BDCQ.SEA2MA,2014.09,2257.089697
BDCQ.SEA2MA,2014.12,2356.151691
BDCQ.SEA2MA,2015.03,2288.799757
BDCQ.SEA2MA,2015.06,2412.134318
BDCQ.SEA2MA,2015.09,2437.607493
BDCQ.SEA2MA,2015.12,2497.954365
BDCQ.SEA2MA,2016.03,2460.522704
BDCQ.SEA2MA,2016.06,2535.366929
BDCQ.SEA2MA,2016.09,2547.521096
BDCQ.SEA2MA,2016.12,2649.709264
BDCQ.SEA2MA,2017.03,2599.123247
BDCQ.SEA2MA,2017.06,2744.534996
BDCQ.SEA2MA,2017.09,2689.607293
BDCQ.SEA2MA,2017.12,2859.997275
BDCQ.SEA2MA,2018.03,2805.364418
BDCQ.SEA2MA,2018.06,2976.887945
BDCQ.SEA2MA,2018.09,2950.781155
BDCQ.SEA2MA,2018.12,3139.867088
BDCQ.SEA2MA,2019.03,2996.733536
BDCQ.SEA2MA,2019.06,3195.279546
BDCQ.SEA2MA,2019.09,3186.885321
BDCQ.SEA2MA,2019.12,3320.536333
BDCQ.SEA2MA,2020.03,3170.241964
BDCQ.SEA2MA,2020.06,3166.077378
BDCQ.SEA2MA,2020.09,3384.156167
BDCQ.SEA2MA,2020.12,3469.73723
BDCQ.SEA2MA,2021.03,3613.361935
BDCQ.SEA2MA,2021.06,3631.653601
BDCQ.SEA2MS,2011.06,
BDCQ.SEA2MS,2011.09,
BDCQ.SEA2MS,2011.12,
BDCQ.SEA2MS,2012.03,
BDCQ.SEA2MS,2012.06,
BDCQ.SEA2MS,2012.09,
BDCQ.SEA2MS,2012.12,
BDCQ.SEA2MS,2013.03,
BDCQ.SEA2MS,2013.06,
BDCQ.SEA2MS,2013.09,
BDCQ.SEA2MS,2013.12,
BDCQ.SEA2MS,2014.03,
BDCQ.SEA2MS,2014.06,
BDCQ.SEA2MS,2014.09,
BDCQ.SEA2MS,2014.12,
BDCQ.SEA2MS,2015.03,
BDCQ.SEA2MS,2015.06,
BDCQ.SEA2MS,2015.09,
BDCQ.SEA2MS,2015.12,
BDCQ.SEA2MS,2016.03,
BDCQ.SEA2MS,2016.06,
BDCQ.SEA2MS,2016.09,
BDCQ.SEA2MS,2016.12,
BDCQ.SEA2MS,2017.03,
BDCQ.SEA2MS,2017.06,
BDCQ.SEA2MS,2017.09,
BDCQ.SEA2MS,2017.12,
BDCQ.SEA2MS,2018.03,
BDCQ.SEA2MS,2018.06,
BDCQ.SEA2MS,2018.09,
BDCQ.SEA2MS,2018.12,
BDCQ.SEA2MS,2019.03,
BDCQ.SEA2MS,2019.06,
BDCQ.SEA2MS,2019.09,
BDCQ.SEA2MS,2019.12,
BDCQ.SEA2MS,2020.03,
BDCQ.SEA2MS,2020.06,
BDCQ.SEA2MS,2020.09,
BDCQ.SEA2MS,2020.12,
BDCQ.SEA2MT,2011.06,
BDCQ.SEA2MT,2011.09,
BDCQ.SEA2MT,2011.12,
BDCQ.SEA2MT,2012.03,
BDCQ.SEA2MT,2012.06,
BDCQ.SEA2MT,2012.09,
BDCQ.SEA2MT,2012.12,
BDCQ.SEA2MT,2013.03,
BDCQ.SEA2MT,2013.06,
BDCQ.SEA2MT,2013.09,
BDCQ.SEA2MT,2013.12,
BDCQ.SEA2MT,2014.03,
BDCQ.SEA2MT,2014.06,
BDCQ.SEA2MT,2014.09,
BDCQ.SEA2MT,2014.12,
BDCQ.SEA2MT,2015.03,
BDCQ.SEA2MT,2015.06,
BDCQ.SEA2MT,2015.09,
BDCQ.SEA2MT,2015.12,
BDCQ.SEA2MT,2016.03,
BDCQ.SEA2MT,2016.06,
BDCQ.SEA2MT,2016.09,
BDCQ.SEA2MT,2016.12,
BDCQ.SEA2MT,2017.03,
BDCQ.SEA2MT,2017.06,
BDCQ.SEA2MT,2017.09,
BDCQ.SEA2MT,2017.12,
BDCQ.SEA2MT,2018.03,
BDCQ.SEA2MT,2018.06,
BDCQ.SEA2MT,2018.09,
BDCQ.SEA2MT,2018.12,
BDCQ.SEA2MT,2019.03,
BDCQ.SEA2MT,2019.06,
BDCQ.SEA2MT,2019.09,
BDCQ.SEA2MT,2019.12,
BDCQ.SEA2MT,2020.03,
BDCQ.SEA2MT,2020.06,
BDCQ.SEA2MT,2020.09,
BDCQ.SEA2MT,2020.12,
BDCQ.SEA2NA,2011.06,732.306732
BDCQ.SEA2NA,2011.09,690.077273
BDCQ.SEA2NA,2011.12,696.988031
BDCQ.SEA2NA,2012.03,686.715738
BDCQ.SEA2NA,2012.06,772.361145
BDCQ.SEA2NA,2012.09,714.217612
BDCQ.SEA2NA,2012.12,729.32126
BDCQ.SEA2NA,2013.03,709.609851
BDCQ.SEA2NA,2013.06,778.630345
BDCQ.SEA2NA,2013.09,749.814208
BDCQ.SEA2NA,2013.12,793.47295
BDCQ.SEA2NA,2014.03,752.777251
BDCQ.SEA2NA,2014.06,847.106475
BDCQ.SEA2NA,2014.09,803.206009
BDCQ.SEA2NA,2014.12,862.5089
BDCQ.SEA2NA,2015.03,817.221281
BDCQ.SEA2NA,2015.06,914.400782
BDCQ.SEA2NA,2015.09,869.699502
BDCQ.SEA2NA,2015.12,904.533731
BDCQ.SEA2NA,2016.03,900.841803
BDCQ.SEA2NA,2016.06,1016.679168
BDCQ.SEA2NA,2016.09,928.361856
BDCQ.SEA2NA,2016.12,1010.838034
BDCQ.SEA2NA,2017.03,952.488854
BDCQ.SEA2NA,2017.06,1088.467512
BDCQ.SEA2NA,2017.09,1020.038144
BDCQ.SEA2NA,2017.12,1086.079227
BDCQ.SEA2NA,2018.03,1045.327279
BDCQ.SEA2NA,2018.06,1180.266891
BDCQ.SEA2NA,2018.09,1069.217907
BDCQ.SEA2NA,2018.12,1146.788348
BDCQ.SEA2NA,2019.03,1075.294627
BDCQ.SEA2NA,2019.06,1227.281152
BDCQ.SEA2NA,2019.09,1127.568471
BDCQ.SEA2NA,2019.12,1238.598865
BDCQ.SEA2NA,2020.03,1131.228478
BDCQ.SEA2NA,2020.06,1186.206308
BDCQ.SEA2NA,2020.09,1124.150061
BDCQ.SEA2NA,2020.12,1131.172262
BDCQ.SEA2NA,2021.03,1076.508936
BDCQ.SEA2NA,2021.06,1270.525243
BDCQ.SEA2NS,2011.06,
BDCQ.SEA2NS,2011.09,
BDCQ.SEA2NS,2011.12,
BDCQ.SEA2NS,2012.03,
BDCQ.SEA2NS,2012.06,
BDCQ.SEA2NS,2012.09,
BDCQ.SEA2NS,2012.12,
BDCQ.SEA2NS,2013.03,
BDCQ.SEA2NS,2013.06,
BDCQ.SEA2NS,2013.09,
BDCQ.SEA2NS,2013.12,
BDCQ.SEA2NS,2014.03,
BDCQ.SEA2NS,2014.06,
BDCQ.SEA2NS,2014.09,
BDCQ.SEA2NS,2014.12,
BDCQ.SEA2NS,2015.03,
BDCQ.SEA2NS,2015.06,
BDCQ.SEA2NS,2015.09,
BDCQ.SEA2NS,2015.12,
BDCQ.SEA2NS,2016.03,
BDCQ.SEA2NS,2016.06,
BDCQ.SEA2NS,2016.09,
BDCQ.SEA2NS,2016.12,
BDCQ.SEA2NS,2017.03,
BDCQ.SEA2NS,2017.06,
BDCQ.SEA2NS,2017.09,
BDCQ.SEA2NS,2017.12,
BDCQ.SEA2NS,2018.03,
BDCQ.SEA2NS,2018.06,
BDCQ.SEA2NS,2018.09,
BDCQ.SEA2NS,2018.12,
BDCQ.SEA2NS,2019.03,
BDCQ.SEA2NS,2019.06,
BDCQ.SEA2NS,2019.09,
BDCQ.SEA2NS,2019.12,
BDCQ.SEA2NS,2020.03,
BDCQ.SEA2NS,2020.06,
BDCQ.SEA2NS,2020.09,
BDCQ.SEA2NS,2020.12,
BDCQ.SEA2NT,2011.06,
BDCQ.SEA2NT,2011.09,
BDCQ.SEA2NT,2011.12,
BDCQ.SEA2NT,2012.03,
BDCQ.SEA2NT,2012.06,
BDCQ.SEA2NT,2012.09,
BDCQ.SEA2NT,2012.12,
BDCQ.SEA2NT,2013.03,
BDCQ.SEA2NT,2013.06,
BDCQ.SEA2NT,2013.09,
BDCQ.SEA2NT,2013.12,
BDCQ.SEA2NT,2014.03,
BDCQ.SEA2NT,2014.06,
BDCQ.SEA2NT,2014.09,
BDCQ.SEA2NT,2014.12,
BDCQ.SEA2NT,2015.03,
BDCQ.SEA2NT,2015.06,
BDCQ.SEA2NT,2015.09,
BDCQ.SEA2NT,2015.12,
BDCQ.SEA2NT,2016.03,
BDCQ.SEA2NT,2016.06,
BDCQ.SEA2NT,2016.09,
BDCQ.SEA2NT,2016.12,
BDCQ.SEA2NT,2017.03,
BDCQ.SEA2NT,2017.06,
BDCQ.SEA2NT,2017.09,
BDCQ.SEA2NT,2017.12,
BDCQ.SEA2NT,2018.03,
BDCQ.SEA2NT,2018.06,
BDCQ.SEA2NT,2018.09,
BDCQ.SEA2NT,2018.12,
BDCQ.SEA2NT,2019.03,
BDCQ.SEA2NT,2019.06,
BDCQ.SEA2NT,2019.09,
BDCQ.SEA2NT,2019.12,
BDCQ.SEA2NT,2020.03,
BDCQ.SEA2NT,2020.06,
BDCQ.SEA2NT,2020.09,
BDCQ.SEA2NT,2020.12,
BDCQ.SEA2OA,2011.06,1576.143582
BDCQ.SEA2OA,2011.09,1667.038425
BDCQ.SEA2OA,2011.12,1660.245039
BDCQ.SEA2OA,2012.03,1676.010718
BDCQ.SEA2OA,2012.06,1616.827084
BDCQ.SEA2OA,2012.09,1758.823964
BDCQ.SEA2OA,2012.12,1819.93562
BDCQ.SEA2OA,2013.03,1754.749494
BDCQ.SEA2OA,2013.06,1726.318101
BDCQ.SEA2OA,2013.09,1873.565878
BDCQ.SEA2OA,2013.12,1880.922475
BDCQ.SEA2OA,2014.03,1824.529227
BDCQ.SEA2OA,2014.06,1802.891283
BDCQ.SEA2OA,2014.09,2000.934296
BDCQ.SEA2OA,2014.12,2089.946743
BDCQ.SEA2OA,2015.03,1810.876167
BDCQ.SEA2OA,2015.06,1915.048604
BDCQ.SEA2OA,2015.09,2039.355215
BDCQ.SEA2OA,2015.12,2158.182262
BDCQ.SEA2OA,2016.03,1974.34699
BDCQ.SEA2OA,2016.06,2116.046429
BDCQ.SEA2OA,2016.09,2009.87218
BDCQ.SEA2OA,2016.12,2230.492625
BDCQ.SEA2OA,2017.03,2045.287544
BDCQ.SEA2OA,2017.06,2217.608846
BDCQ.SEA2OA,2017.09,2104.231965
BDCQ.SEA2OA,2017.12,2344.558548
BDCQ.SEA2OA,2018.03,2154.288357
BDCQ.SEA2OA,2018.06,2383.062166
BDCQ.SEA2OA,2018.09,2258.501253
BDCQ.SEA2OA,2018.12,2531.349653
BDCQ.SEA2OA,2019.03,2449.83846
BDCQ.SEA2OA,2019.06,2699.826107
BDCQ.SEA2OA,2019.09,2574.708311
BDCQ.SEA2OA,2019.12,2929.557959
BDCQ.SEA2OA,2020.03,2757.679216
BDCQ.SEA2OA,2020.06,2862.226908
BDCQ.SEA2OA,2020.09,3094.674876
BDCQ.SEA2OA,2020.12,2914.950234
BDCQ.SEA2OA,2021.03,3151.743447
BDCQ.SEA2OA,2021.06,2931.958218
BDCQ.SEA2OS,2011.06,
BDCQ.SEA2OS,2011.09,
BDCQ.SEA2OS,2011.12,
BDCQ.SEA2OS,2012.03,
BDCQ.SEA2OS,2012.06,
BDCQ.SEA2OS,2012.09,
BDCQ.SEA2OS,2012.12,
BDCQ.SEA2OS,2013.03,
BDCQ.SEA2OS,2013.06,
BDCQ.SEA2OS,2013.09,
BDCQ.SEA2OS,2013.12,
BDCQ.SEA2OS,2014.03,
BDCQ.SEA2OS,2014.06,
BDCQ.SEA2OS,2014.09,
BDCQ.SEA2OS,2014.12,
BDCQ.SEA2OS,2015.03,
BDCQ.SEA2OS,2015.06,
BDCQ.SEA2OS,2015.09,
BDCQ.SEA2OS,2015.12,
BDCQ.SEA2OS,2016.03,
BDCQ.SEA2OS,2016.06,
BDCQ.SEA2OS,2016.09,
BDCQ.SEA2OS,2016.12,
BDCQ.SEA2OS,2017.03,
BDCQ.SEA2OS,2017.06,
BDCQ.SEA2OS,2017.09,
BDCQ.SEA2OS,2017.12,
BDCQ.SEA2OS,2018.03,
BDCQ.SEA2OS,2018.06,
BDCQ.SEA2OS,2018.09,
BDCQ.SEA2OS,2018.12,
BDCQ.SEA2OS,2019.03,
BDCQ.SEA2OS,2019.06,
BDCQ.SEA2OS,2019.09,
BDCQ.SEA2OS,2019.12,
BDCQ.SEA2OS,2020.03,
BDCQ.SEA2OS,2020.06,
BDCQ.SEA2OS,2020.09,
BDCQ.SEA2OS,2020.12,
BDCQ.SEA2OT,2011.06,
BDCQ.SEA2OT,2011.09,
BDCQ.SEA2OT,2011.12,
BDCQ.SEA2OT,2012.03,
BDCQ.SEA2OT,2012.06,
BDCQ.SEA2OT,2012.09,
BDCQ.SEA2OT,2012.12,
BDCQ.SEA2OT,2013.03,
BDCQ.SEA2OT,2013.06,
BDCQ.SEA2OT,2013.09,
BDCQ.SEA2OT,2013.12,
BDCQ.SEA2OT,2014.03,
BDCQ.SEA2OT,2014.06,
BDCQ.SEA2OT,2014.09,
BDCQ.SEA2OT,2014.12,
BDCQ.SEA2OT,2015.03,
BDCQ.SEA2OT,2015.06,
BDCQ.SEA2OT,2015.09,
BDCQ.SEA2OT,2015.12,
BDCQ.SEA2OT,2016.03,
BDCQ.SEA2OT,2016.06,
BDCQ.SEA2OT,2016.09,
BDCQ.SEA2OT,2016.12,
BDCQ.SEA2OT,2017.03,
BDCQ.SEA2OT,2017.06,
BDCQ.SEA2OT,2017.09,
BDCQ.SEA2OT,2017.12,
BDCQ.SEA2OT,2018.03,
BDCQ.SEA2OT,2018.06,
BDCQ.SEA2OT,2018.09,
BDCQ.SEA2OT,2018.12,
BDCQ.SEA2OT,2019.03,
BDCQ.SEA2OT,2019.06,
BDCQ.SEA2OT,2019.09,
BDCQ.SEA2OT,2019.12,
BDCQ.SEA2OT,2020.03,
BDCQ.SEA2OT,2020.06,
BDCQ.SEA2OT,2020.09,
BDCQ.SEA2OT,2020.12,
BDCQ.SEA2PA,2011.06,2194.341005
BDCQ.SEA2PA,2011.09,1999.100472
BDCQ.SEA2PA,2011.12,2299.303668
BDCQ.SEA2PA,2012.03,1859.62065
BDCQ.SEA2PA,2012.06,2237.179978
BDCQ.SEA2PA,2012.09,2010.435676
BDCQ.SEA2PA,2012.12,2341.790133
BDCQ.SEA2PA,2013.03,1891.67597
BDCQ.SEA2PA,2013.06,2279.178642
BDCQ.SEA2PA,2013.09,2067.106623
BDCQ.SEA2PA,2013.12,2403.703136
BDCQ.SEA2PA,2014.03,1924.082652
BDCQ.SEA2PA,2014.06,2338.962716
BDCQ.SEA2PA,2014.09,2159.513116
BDCQ.SEA2PA,2014.12,2445.713095
BDCQ.SEA2PA,2015.03,2005.234061
